norm,time,touch,x,y,z
3.6882959147029624,19.0,0.0,-0.3157894736842195,0.21052631578947256,-3.8421052631579187
3.6882959147029624,20.0,0.0,-0.3157894736842195,0.21052631578947256,-3.8421052631579187
3.6882959147029624,21.0,0.0,-0.3157894736842195,0.21052631578947256,-3.8421052631579187
3.6882959147029624,22.0,0.0,-0.3157894736842195,0.21052631578947256,-3.8421052631579187
3.3888422704600316,23.0,0.0,-3.3157894736842195,-3.7894736842105274,-3.8421052631579187
3.3888422704600316,24.0,0.0,-3.3157894736842195,-3.7894736842105274,-3.8421052631579187
3.3888422704600316,25.0,0.0,-3.3157894736842195,-3.7894736842105274,-3.8421052631579187
3.3888422704600316,26.0,0.0,-3.3157894736842195,-3.7894736842105274,-3.8421052631579187
3.2024801038680835,27.0,0.0,-4.3157894736842195,-3.7894736842105274,-3.8421052631579187
-3.0728632415143693,28.0,0.0,-4.3157894736842195,2.2105263157894726,2.1578947368420813
-3.0728632415143693,29.0,0.0,-4.3157894736842195,2.2105263157894726,2.1578947368420813
-3.0728632415143693,30.0,0.0,-4.3157894736842195,2.2105263157894726,2.1578947368420813
-1.9322504496290094,31.0,0.0,1.6842105263157805,2.2105263157894726,2.1578947368420813
4.267736501814625,32.0,0.0,1.6842105263157805,-2.7894736842105274,-3.8421052631579187
4.267736501814625,33.0,0.0,1.6842105263157805,-2.7894736842105274,-3.8421052631579187
4.267736501814625,34.0,0.0,1.6842105263157805,-2.7894736842105274,-3.8421052631579187
4.267736501814625,35.0,0.0,1.6842105263157805,-2.7894736842105274,-3.8421052631579187
3.6452259913457965,36.0,0.0,-2.3157894736842195,-4.789473684210527,-3.8421052631579187
5.604774955360881,37.0,0.0,-2.3157894736842195,-4.789473684210527,-5.842105263157919
5.604774955360881,38.0,0.0,-2.3157894736842195,-4.789473684210527,-5.842105263157919
5.604774955360881,39.0,0.0,-2.3157894736842195,-4.789473684210527,-5.842105263157919
4.497963546284268,40.0,0.0,-8.31578947368422,-4.789473684210527,-5.842105263157919
1.951518590913679,41.0,0.0,-8.31578947368422,4.210526315789473,-3.8421052631579187
1.951518590913679,42.0,0.0,-8.31578947368422,4.210526315789473,-3.8421052631579187
1.951518590913679,43.0,0.0,-8.31578947368422,4.210526315789473,-3.8421052631579187
1.951518590913679,44.0,0.0,-8.31578947368422,4.210526315789473,-3.8421052631579187
3.0015423273520128,45.0,0.0,-4.3157894736842195,-0.7894736842105274,-3.8421052631579187
-0.9196851442712841,46.0,0.0,-4.3157894736842195,-0.7894736842105274,0.15789473684208133
-0.9196851442712841,47.0,0.0,-4.3157894736842195,-0.7894736842105274,0.15789473684208133
-0.9196851442712841,48.0,0.0,-4.3157894736842195,-0.7894736842105274,0.15789473684208133
0.02618313640357428,49.0,0.0,0.6842105263157805,-0.7894736842105274,0.15789473684208133
-1.7986411603512806,50.0,0.0,0.6842105263157805,-2.7894736842105274,2.1578947368420813
-1.7986411603512806,51.0,0.0,0.6842105263157805,-2.7894736842105274,2.1578947368420813
-1.7986411603512806,52.0,0.0,0.6842105263157805,-2.7894736842105274,2.1578947368420813
-1.7986411603512806,53.0,0.0,0.6842105263157805,-2.7894736842105274,2.1578947368420813
-2.6334828433288067,54.0,0.0,-2.3157894736842195,1.2105263157894726,2.1578947368420813
-2.6334828433288067,55.0,0.0,-2.3157894736842195,1.2105263157894726,2.1578947368420813
-2.6334828433288067,56.0,0.0,-2.3157894736842195,1.2105263157894726,2.1578947368420813
-2.6334828433288067,57.0,0.0,-2.3157894736842195,1.2105263157894726,2.1578947368420813
-2.8220625613361108,58.0,0.0,-3.3157894736842195,1.2105263157894726,2.1578947368420813
2.0788709896495448,59.0,0.0,-3.3157894736842195,1.2105263157894726,-2.8421052631579187
2.0788709896495448,60.0,0.0,-3.3157894736842195,1.2105263157894726,-2.8421052631579187
2.0788709896495448,61.0,0.0,-3.3157894736842195,1.2105263157894726,-2.8421052631579187
2.0788709896495448,62.0,0.0,-3.3157894736842195,1.2105263157894726,-2.8421052631579187
2.5190165873019623,63.0,0.0,-1.3157894736842195,0.21052631578947256,-2.8421052631579187
1.5391969968051171,64.0,0.0,-1.3157894736842195,0.21052631578947256,-1.8421052631579187
1.5391969968051171,65.0,0.0,-1.3157894736842195,0.21052631578947256,-1.8421052631579187
1.5391969968051171,66.0,0.0,-1.3157894736842195,0.21052631578947256,-1.8421052631579187
1.3503955665032663,67.0,0.0,-2.3157894736842195,0.21052631578947256,-1.8421052631579187
-1.7788101195883428,68.0,0.0,-2.3157894736842195,3.2105263157894726,1.1578947368420813
-1.7788101195883428,69.0,0.0,-2.3157894736842195,3.2105263157894726,1.1578947368420813
-1.7788101195883428,70.0,0.0,-2.3157894736842195,3.2105263157894726,1.1578947368420813
-1.7788101195883428,71.0,0.0,-2.3157894736842195,3.2105263157894726,1.1578947368420813
-1.1329600537584383,72.0,0.0,-1.3157894736842195,-3.7894736842105274,1.1578947368420813
-0.15353825059821702,73.0,0.0,-1.3157894736842195,-3.7894736842105274,0.15789473684208133
-0.15353825059821702,74.0,0.0,-1.3157894736842195,-3.7894736842105274,0.15789473684208133
-0.15353825059821702,75.0,0.0,-1.3157894736842195,-3.7894736842105274,0.15789473684208133
0.03660073567721156,76.0,0.0,-0.3157894736842195,-3.7894736842105274,0.15789473684208133
-2.057526084939809,77.0,0.0,-0.3157894736842195,-1.7894736842105274,2.1578947368420813
-2.057526084939809,78.0,0.0,-0.3157894736842195,-1.7894736842105274,2.1578947368420813
-2.057526084939809,79.0,0.0,-0.3157894736842195,-1.7894736842105274,2.1578947368420813
-2.057526084939809,80.0,0.0,-0.3157894736842195,-1.7894736842105274,2.1578947368420813
-2.1123393280041682,81.0,0.0,-1.3157894736842195,-3.7894736842105274,2.1578947368420813
-1.1329600537584383,82.0,0.0,-1.3157894736842195,-3.7894736842105274,1.1578947368420813
-1.1329600537584383,83.0,0.0,-1.3157894736842195,-3.7894736842105274,1.1578947368420813
-1.1329600537584383,84.0,0.0,-1.3157894736842195,-3.7894736842105274,1.1578947368420813
-1.322287801385528,85.0,0.0,-2.3157894736842195,-3.7894736842105274,1.1578947368420813
3.1837899862601944,86.0,0.0,-2.3157894736842195,2.2105263157894726,-3.8421052631579187
3.1837899862601944,87.0,0.0,-2.3157894736842195,2.2105263157894726,-3.8421052631579187
3.1837899862601944,88.0,0.0,-2.3157894736842195,2.2105263157894726,-3.8421052631579187
3.1837899862601944,89.0,0.0,-2.3157894736842195,2.2105263157894726,-3.8421052631579187
3.3753465001119594,90.0,0.0,-2.3157894736842195,-0.7894736842105274,-3.8421052631579187
3.3753465001119594,91.0,0.0,-2.3157894736842195,-0.7894736842105274,-3.8421052631579187
3.3753465001119594,92.0,0.0,-2.3157894736842195,-0.7894736842105274,-3.8421052631579187
3.3753465001119594,93.0,0.0,-2.3157894736842195,-0.7894736842105274,-3.8421052631579187
3.9435624482961202,94.0,0.0,0.6842105263157805,-0.7894736842105274,-3.8421052631579187
7.220740384373812,95.0,0.0,0.6842105263157805,-5.789473684210527,-6.842105263157919
7.220740384373812,96.0,0.0,0.6842105263157805,-5.789473684210527,-6.842105263157919
7.220740384373812,97.0,0.0,0.6842105263157805,-5.789473684210527,-6.842105263157919
7.220740384373812,98.0,0.0,0.6842105263157805,-5.789473684210527,-6.842105263157919
5.942886903864746,99.0,0.0,-4.3157894736842195,-0.7894736842105274,-6.842105263157919
-2.8800543763634323,100.0,0.0,-4.3157894736842195,-0.7894736842105274,2.1578947368420813
-2.8800543763634323,101.0,0.0,-4.3157894736842195,-0.7894736842105274,2.1578947368420813
-2.8800543763634323,102.0,0.0,-4.3157894736842195,-0.7894736842105274,2.1578947368420813
-2.1238244049992545,103.0,0.0,-0.3157894736842195,-0.7894736842105274,2.1578947368420813
0.03660073567721156,104.0,0.0,-0.3157894736842195,-3.7894736842105274,0.15789473684208133
0.03660073567721156,105.0,0.0,-0.3157894736842195,-3.7894736842105274,0.15789473684208133
0.03660073567721156,106.0,0.0,-0.3157894736842195,-3.7894736842105274,0.15789473684208133
